id,name,x,y,weight,distance
281,281,913,5495,-1,-1
282,282,928,7538,-1,-1
283,283,935,1020,-1,-1
284,284,936,915,-1,-1
285,285,936,4218,-1,-1
286,286,937,5062,-1,-1
287,287,940,2711,-1,-1
288,288,943,301,-1,-1
289,289,944,9164,-1,-1
290,290,948,6846,-1,-1
291,291,949,6919,-1,-1
292,292,950,9367,-1,-1
293,293,951,7412,-1,-1
294,294,952,2706,-1,-1
295,295,954,4245,-1,-1
296,296,956,6551,-1,-1
297,297,958,9063,-1,-1
298,298,962,2953,-1,-1
299,299,965,3846,-1,-1
300,300,967,131,-1,-1
301,301,971,7366,-1,-1
302,302,972,83,-1,-1
303,303,979,1720,-1,-1
304,304,983,8290,-1,-1
305,305,984,2840,-1,-1
306,306,985,5242,-1,-1
307,307,987,4753,-1,-1
308,308,990,1016,-1,-1
309,309,990,3675,-1,-1
310,310,990,7415,-1,-1
311,311,993,7014,-1,-1
312,312,994,4417,-1,-1
313,313,995,7793,-1,-1
314,314,995,9704,-1,-1
315,315,997,7360,-1,-1
316,316,997,9605,-1,-1
317,317,999,6978,-1,-1
318,318,1000,9804,-1,-1
319,319,1001,7209,-1,-1
320,320,1002,6260,-1,-1
321,321,1002,7106,-1,-1
322,322,1002,9499,-1,-1
323,323,1008,6314,-1,-1
324,324,1011,2662,-1,-1
325,325,1014,5440,-1,-1
326,326,1015,5170,-1,-1
327,327,1016,4524,-1,-1
328,328,1023,5385,-1,-1
329,329,1029,6050,-1,-1
330,330,1031,5359,-1,-1
331,331,1033,5288,-1,-1
332,332,1039,6649,-1,-1
333,333,1039,8671,-1,-1
334,334,1044,8400,-1,-1
335,335,1047,2746,-1,-1
336,336,1049,4976,-1,-1
337,337,1054,1421,-1,-1
338,338,1054,4041,-1,-1
339,339,1065,7581,-1,-1
340,340,1073,5061,-1,-1
341,341,1073,7605,-1,-1
342,342,1076,1613,-1,-1
343,343,1083,9151,-1,-1
344,344,1084,6962,-1,-1
345,345,1092,8154,-1,-1
346,346,1092,9834,-1,-1
347,347,1101,7140,-1,-1
348,348,1111,4340,-1,-1
349,349,1114,55,-1,-1
350,350,1114,1219,-1,-1
351,351,1117,6874,-1,-1
352,352,1121,783,-1,-1
353,353,1123,8856,-1,-1
354,354,1129,2102,-1,-1
355,355,1134,3578,-1,-1
356,356,1140,9267,-1,-1
357,357,1143,9382,-1,-1
358,358,1147,923,-1,-1
359,359,1150,7156,-1,-1
360,360,1153,8278,-1,-1
361,361,1156,1102,-1,-1
362,362,1161,9967,-1,-1
363,363,1169,336,-1,-1
364,364,1169,4909,-1,-1
365,365,1173,2163,-1,-1
366,366,1173,2529,-1,-1
367,367,1175,5235,-1,-1
368,368,1181,3062,-1,-1
369,369,1186,4486,-1,-1
370,370,1186,4889,-1,-1
371,371,1186,9440,-1,-1
372,372,1189,5698,-1,-1
373,373,1190,6047,-1,-1
374,374,1197,1075,-1,-1
375,375,1198,2713,-1,-1
376,376,1204,5712,-1,-1
377,377,1204,7294,-1,-1
378,378,1205,1464,-1,-1
379,379,1206,8141,-1,-1
380,380,1210,6154,-1,-1
381,381,1211,2629,-1,-1
382,382,1216,186,-1,-1
383,383,1224,1795,-1,-1
384,384,1228,3717,-1,-1
385,385,1246,6326,-1,-1
386,386,1248,9824,-1,-1
387,387,1252,9773,-1,-1
388,388,1253,3465,-1,-1
389,389,1257,260,-1,-1
390,390,1258,7906,-1,-1
391,391,1261,2147,-1,-1
392,392,1264,3029,-1,-1
393,393,1264,7759,-1,-1
394,394,1270,9535,-1,-1
395,395,1271,7665,-1,-1
396,396,1275,3176,-1,-1
397,397,1275,3388,-1,-1
398,398,1279,4172,-1,-1
399,399,1285,7177,-1,-1
400,400,1287,9848,-1,-1
401,401,1291,1805,-1,-1
402,402,1292,142,-1,-1
403,403,1301,3220,-1,-1
404,404,1303,6797,-1,-1
405,405,1304,4270,-1,-1
406,406,1306,4429,-1,-1
407,407,1306,8950,-1,-1
408,408,1309,6090,-1,-1
409,409,1312,1293,-1,-1
410,410,1315,5929,-1,-1
411,411,1318,5781,-1,-1
412,412,1318,5783,-1,-1
413,413,1321,2342,-1,-1
414,414,1321,7693,-1,-1
415,415,1321,9526,-1,-1
416,416,1327,1262,-1,-1
417,417,1332,6611,-1,-1
418,418,1332,8599,-1,-1
419,419,1338,3731,-1,-1
420,420,1345,22,-1,-1
421,421,1346,2954,-1,-1
422,422,1349,250,-1,-1
423,423,1366,9655,-1,-1
424,424,1368,650,-1,-1
425,425,1371,4193,-1,-1
426,426,1374,1681,-1,-1
427,427,1375,9781,-1,-1
428,428,1376,3307,-1,-1
429,429,1376,4796,-1,-1
430,430,1383,2771,-1,-1
431,431,1386,2081,-1,-1
432,432,1391,8539,-1,-1
433,433,1392,1706,-1,-1
434,434,1398,7814,-1,-1
435,435,1400,848,-1,-1
436,436,1402,1601,-1,-1
437,437,1402,2606,-1,-1
438,438,1406,2173,-1,-1
439,439,1407,8163,-1,-1
440,440,1412,4549,-1,-1
441,441,1417,1994,-1,-1
442,442,1419,5450,-1,-1
443,443,1422,3736,-1,-1
444,444,1422,5066,-1,-1
445,445,1426,4198,-1,-1
446,446,1426,5921,-1,-1
447,447,1436,9957,-1,-1
448,448,1440,642,-1,-1
449,449,1444,2359,-1,-1
450,450,1446,1298,-1,-1
451,451,1454,59,-1,-1
452,452,1458,7302,-1,-1
453,453,1472,2503,-1,-1
454,454,1479,4888,-1,-1
455,455,1483,1414,-1,-1
456,456,1483,8281,-1,-1
457,457,1483,8334,-1,-1
458,458,1491,2953,-1,-1
459,459,1499,5529,-1,-1
460,460,1501,8123,-1,-1
461,461,1509,8023,-1,-1
462,462,1513,3092,-1,-1
463,463,1524,410,-1,-1
464,464,1540,2234,-1,-1
465,465,1551,1047,-1,-1
466,466,1559,5954,-1,-1
467,467,1560,7461,-1,-1
468,468,1563,4797,-1,-1
469,469,1570,8596,-1,-1
470,470,1570,9402,-1,-1
471,471,1575,8043,-1,-1
472,472,1576,5708,-1,-1
473,473,1577,3590,-1,-1
474,474,1578,8472,-1,-1
475,475,1581,9366,-1,-1
476,476,1608,6298,-1,-1
477,477,1611,5511,-1,-1
478,478,1620,4228,-1,-1
479,479,1621,3821,-1,-1
480,480,1624,1091,-1,-1
481,481,1625,1850,-1,-1
482,482,1628,219,-1,-1
483,483,1628,5380,-1,-1
484,484,1629,1255,-1,-1
485,485,1636,4926,-1,-1
486,486,1636,5203,-1,-1
487,487,1636,7531,-1,-1
488,488,1641,2195,-1,-1
489,489,1649,6417,-1,-1
490,490,1651,5082,-1,-1
491,491,1651,5936,-1,-1
492,492,1666,5977,-1,-1
493,493,1673,8052,-1,-1
494,494,1674,8508,-1,-1
495,495,1676,7157,-1,-1
496,496,1682,7949,-1,-1
497,497,1684,8746,-1,-1
498,498,1687,8879,-1,-1
499,499,1690,2089,-1,-1
500,500,1692,7772,-1,-1
501,501,1700,6581,-1,-1
502,502,1701,5475,-1,-1
503,503,1704,9276,-1,-1
504,504,1709,2401,-1,-1
505,505,1709,7421,-1,-1
506,506,1709,9645,-1,-1
507,507,1720,6842,-1,-1
508,508,1722,7639,-1,-1
509,509,1725,2456,-1,-1
510,510,1726,3267,-1,-1
511,511,1728,4163,-1,-1
512,512,1729,2756,-1,-1
513,513,1731,3240,-1,-1
514,514,1738,8619,-1,-1
515,515,1739,4330,-1,-1
516,516,1741,6347,-1,-1
517,517,1744,244,-1,-1
518,518,1747,6417,-1,-1
519,519,1747,7513,-1,-1
520,520,1749,5745,-1,-1
521,521,1760,1149,-1,-1
522,522,1760,6668,-1,-1
523,523,1762,9936,-1,-1
524,524,1768,2611,-1,-1
525,525,1770,2449,-1,-1
526,526,1772,593,-1,-1
527,527,1773,7043,-1,-1
528,528,1774,2891,-1,-1
529,529,1774,4062,-1,-1
530,530,1774,4297,-1,-1
531,531,1776,8720,-1,-1
532,532,1783,2572,-1,-1
533,533,1786,3754,-1,-1
534,534,1787,5219,-1,-1
535,535,1790,6896,-1,-1
536,536,1792,3704,-1,-1
537,537,1794,4875,-1,-1
538,538,1799,8763,-1,-1
539,539,1806,1034,-1,-1
540,540,1807,8725,-1,-1
541,541,1808,2858,-1,-1
542,542,1808,6855,-1,-1
543,543,1817,163,-1,-1
544,544,1822,3492,-1,-1
545,545,1822,6750,-1,-1
546,546,1827,3213,-1,-1
547,547,1830,2164,-1,-1
548,548,1830,9708,-1,-1
549,549,1834,6028,-1,-1
550,550,1834,6206,-1,-1
551,551,1834,9084,-1,-1
552,552,1837,9312,-1,-1
553,553,1846,8923,-1,-1
554,554,1847,6624,-1,-1
555,555,1849,7235,-1,-1
556,556,1850,318,-1,-1
557,557,1851,8203,-1,-1
558,558,1853,627,-1,-1
559,559,1861,6696,-1,-1
560,560,1865,9025,-1,-1
561,561,1869,9065,-1,-1
562,562,1874,5795,-1,-1
563,563,1876,1714,-1,-1
564,564,1876,5370,-1,-1
565,565,1880,4372,-1,-1
566,566,1883,836,-1,-1
567,567,1883,3268,-1,-1
568,568,1887,3226,-1,-1
569,569,1888,441,-1,-1
570,570,1888,2496,-1,-1
571,571,1892,7904,-1,-1
572,572,1893,6291,-1,-1
573,573,1895,5112,-1,-1
574,574,1895,7588,-1,-1
575,575,1908,3418,-1,-1
576,576,1910,3681,-1,-1
577,577,1912,7948,-1,-1
578,578,1916,6092,-1,-1
579,579,1917,357,-1,-1
580,580,1919,1202,-1,-1
581,581,1920,9083,-1,-1
582,582,1921,7949,-1,-1
583,583,1925,3365,-1,-1
584,584,1926,782,-1,-1
585,585,1931,4532,-1,-1
586,586,1931,5718,-1,-1
587,587,1933,4833,-1,-1
588,588,1944,3499,-1,-1
589,589,1947,5764,-1,-1
590,590,1948,9989,-1,-1
591,591,1952,5466,-1,-1
592,592,1955,306,-1,-1
593,593,1955,5024,-1,-1
594,594,1957,4383,-1,-1
595,595,1957,6086,-1,-1
596,596,1964,1759,-1,-1
597,597,1966,75,-1,-1
598,598,1974,7332,-1,-1
599,599,1974,9161,-1,-1
600,600,1975,4977,-1,-1
601,601,1983,7393,-1,-1
602,602,1990,287,-1,-1
603,603,1991,4082,-1,-1
604,604,1996,1422,-1,-1
605,605,1997,5000,-1,-1
606,606,2000,3738,-1,-1
607,607,2004,6866,-1,-1
608,608,2005,1027,-1,-1
609,609,2014,7947,-1,-1
610,610,2023,1214,-1,-1
611,611,2027,6810,-1,-1
612,612,2033,418,-1,-1
613,613,2034,7150,-1,-1
614,614,2036,3287,-1,-1
615,615,2044,584,-1,-1
616,616,2044,1403,-1,-1
617,617,2046,5538,-1,-1
618,618,2048,6944,-1,-1
619,619,2053,6733,-1,-1
620,620,2055,7605,-1,-1
621,621,2056,2983,-1,-1
622,622,2057,1394,-1,-1
623,623,2064,5856,-1,-1
624,624,2068,330,-1,-1
625,625,2068,9535,-1,-1
626,626,2074,851,-1,-1
627,627,2076,9104,-1,-1
628,628,2080,836,-1,-1
629,629,2086,6953,-1,-1
630,630,2090,5840,-1,-1
631,631,2095,4587,-1,-1
632,632,2097,6674,-1,-1
633,633,2103,8989,-1,-1
634,634,2104,1866,-1,-1
635,635,2110,8877,-1,-1
636,636,2111,9089,-1,-1
637,637,2112,8513,-1,-1
638,638,2112,8895,-1,-1
639,639,2124,5155,-1,-1
640,640,2128,6709,-1,-1
641,641,2135,1919,-1,-1
642,642,2138,2844,-1,-1
643,643,2140,2890,-1,-1
644,644,2146,9873,-1,-1
645,645,2149,6029,-1,-1
646,646,2156,1826,-1,-1
647,647,2157,8605,-1,-1
648,648,2159,6176,-1,-1
649,649,2161,6259,-1,-1
650,650,2165,4317,-1,-1
651,651,2165,6177,-1,-1
652,652,2168,3058,-1,-1
653,653,2173,2451,-1,-1
654,654,2178,8821,-1,-1
655,655,2180,3159,-1,-1
656,656,2182,3233,-1,-1
657,657,2205,6046,-1,-1
658,658,2206,6338,-1,-1
659,659,2215,1049,-1,-1
660,660,2217,5101,-1,-1
661,661,2224,3995,-1,-1
662,662,2224,4454,-1,-1
663,663,2225,9454,-1,-1
664,664,2227,8427,-1,-1
665,665,2232,5636,-1,-1
666,666,2238,3499,-1,-1
667,667,2238,8150,-1,-1
668,668,2239,7366,-1,-1
669,669,2239,9426,-1,-1
670,670,2240,1526,-1,-1
671,671,2242,507,-1,-1
672,672,2242,7313,-1,-1
673,673,2243,413,-1,-1
674,674,2246,1541,-1,-1
675,675,2247,1064,-1,-1
676,676,2249,1622,-1,-1
677,677,2256,9993,-1,-1
678,678,2257,5176,-1,-1
679,679,2257,5909,-1,-1
680,680,2258,7033,-1,-1
681,681,2271,7635,-1,-1
682,682,2278,828,-1,-1
683,683,2278,9668,-1,-1
684,684,2279,5058,-1,-1
685,685,2279,8329,-1,-1
686,686,2282,3929,-1,-1
687,687,2286,8728,-1,-1
688,688,2287,9091,-1,-1
689,689,2290,7384,-1,-1
690,690,2292,2548,-1,-1
691,691,2294,390,-1,-1
692,692,2301,9420,-1,-1
693,693,2309,2033,-1,-1
694,694,2315,7267,-1,-1
695,695,2319,5661,-1,-1
696,696,2320,6802,-1,-1
697,697,2322,3272,-1,-1
698,698,2322,3894,-1,-1
699,699,2323,8489,-1,-1
700,700,2329,9233,-1,-1
701,701,2335,1811,-1,-1
702,702,2340,7475,-1,-1
703,703,2343,6998,-1,-1
704,704,2346,1065,-1,-1
705,705,2350,1632,-1,-1
706,706,2354,1855,-1,-1
707,707,2357,4583,-1,-1
708,708,2360,1798,-1,-1
709,709,2364,5707,-1,-1
710,710,2366,4409,-1,-1
711,711,2375,264,-1,-1
712,712,2380,5526,-1,-1
713,713,2383,7529,-1,-1
714,714,2387,6169,-1,-1
715,715,2388,2005,-1,-1
716,716,2396,9961,-1,-1
717,717,2401,7249,-1,-1
718,718,2404,4000,-1,-1
719,719,2411,390,-1,-1
720,720,2418,5017,-1,-1
721,721,2421,2017,-1,-1
722,722,2422,7781,-1,-1
723,723,2426,9936,-1,-1
724,724,2431,3856,-1,-1
725,725,2432,7831,-1,-1
726,726,2435,9994,-1,-1
727,727,2436,5534,-1,-1
728,728,2438,8053,-1,-1
729,729,2439,2189,-1,-1
730,730,2445,6970,-1,-1
731,731,2449,6354,-1,-1
732,732,2450,3502,-1,-1
733,733,2452,5909,-1,-1
734,734,2454,3668,-1,-1
735,735,2455,1316,-1,-1
736,736,2455,1679,-1,-1
737,737,2456,3991,-1,-1
738,738,2457,402,-1,-1
739,739,2467,4105,-1,-1
740,740,2491,9474,-1,-1
741,741,2496,7381,-1,-1
742,742,2499,2877,-1,-1
743,743,2500,5664,-1,-1
744,744,2501,2062,-1,-1
745,745,2507,4338,-1,-1
746,746,2511,4280,-1,-1
747,747,2511,5944,-1,-1
748,748,2512,5252,-1,-1
749,749,2514,982,-1,-1
750,750,2521,5075,-1,-1
751,751,2522,3821,-1,-1
752,752,2523,5013,-1,-1
753,753,2526,743,-1,-1
754,754,2528,6403,-1,-1
755,755,2532,1534,-1,-1
756,756,2536,8957,-1,-1
757,757,2541,5714,-1,-1
758,758,2541,9687,-1,-1
759,759,2545,7512,-1,-1
760,760,2552,1758,-1,-1
761,761,2553,1225,-1,-1
762,762,2555,8563,-1,-1
763,763,2564,7014,-1,-1
764,764,2578,6595,-1,-1
765,765,2581,6117,-1,-1
766,766,2583,1440,-1,-1
767,767,2584,1049,-1,-1
768,768,2587,7759,-1,-1
769,769,2590,4365,-1,-1
770,770,2592,2247,-1,-1
771,771,2593,8751,-1,-1
772,772,2594,1901,-1,-1
773,773,2596,25,-1,-1
774,774,2597,9822,-1,-1
775,775,2599,2391,-1,-1
776,776,2601,3025,-1,-1
777,777,2602,4369,-1,-1
778,778,2603,5921,-1,-1
779,779,2604,46,-1,-1
780,780,2604,5478,-1,-1
781,781,2606,566,-1,-1
782,782,2609,9350,-1,-1
783,783,2610,3886,-1,-1
784,784,2611,1932,-1,-1
785,785,2611,2993,-1,-1
786,786,2613,2004,-1,-1
787,787,2614,9334,-1,-1
788,788,2619,4661,-1,-1
789,789,2622,5964,-1,-1
790,790,2625,4125,-1,-1
791,791,2625,7624,-1,-1
792,792,2627,1153,-1,-1
793,793,2632,6744,-1,-1
794,794,2639,2771,-1,-1
795,795,2641,9124,-1,-1
796,796,2646,1569,-1,-1
797,797,2646,8987,-1,-1
798,798,2648,544,-1,-1
799,799,2650,8210,-1,-1
800,800,2653,4163,-1,-1
801,801,2654,508,-1,-1
802,802,2655,9254,-1,-1
803,803,2656,3970,-1,-1
804,804,2664,9564,-1,-1
805,805,2668,3225,-1,-1
806,806,2671,2850,-1,-1
807,807,2673,7948,-1,-1
808,808,2674,5479,-1,-1
809,809,2676,6773,-1,-1
810,810,2677,9364,-1,-1
811,811,2679,4447,-1,-1
812,812,2684,4787,-1,-1
813,813,2684,7646,-1,-1
814,814,2686,153,-1,-1
815,815,2687,3167,-1,-1
816,816,2692,2428,-1,-1
817,817,2694,9208,-1,-1
818,818,2698,8689,-1,-1
819,819,2701,8819,-1,-1
820,820,2704,5106,-1,-1
821,821,2704,6306,-1,-1
822,822,2705,8952,-1,-1
823,823,2708,5772,-1,-1
824,824,2709,17,-1,-1
825,825,2711,2930,-1,-1
826,826,2711,7151,-1,-1
827,827,2713,5176,-1,-1
828,828,2721,4262,-1,-1
829,829,2723,4450,-1,-1
830,830,2723,8472,-1,-1
831,831,2724,4074,-1,-1
832,832,2731,8591,-1,-1
833,833,2740,646,-1,-1
834,834,2741,916,-1,-1
835,835,2741,7365,-1,-1
836,836,2743,9669,-1,-1
837,837,2748,5093,-1,-1
838,838,2748,8457,-1,-1
839,839,2749,1983,-1,-1
840,840,2750,6724,-1,-1
841,841,2764,2166,-1,-1
842,842,2765,9714,-1,-1
843,843,2780,2675,-1,-1
844,844,2780,3242,-1,-1
845,845,2791,7065,-1,-1
846,846,2792,9118,-1,-1
847,847,2804,2382,-1,-1
848,848,2804,6518,-1,-1
849,849,2806,1857,-1,-1
850,850,2806,6404,-1,-1
851,851,2807,4100,-1,-1
852,852,2808,7631,-1,-1
853,853,2814,8928,-1,-1
854,854,2815,3503,-1,-1
855,855,2826,6698,-1,-1
856,856,2826,7351,-1,-1
857,857,2829,1472,-1,-1
858,858,2829,4113,-1,-1
859,859,2830,3543,-1,-1
860,860,2830,4050,-1,-1
861,861,2831,4101,-1,-1
862,862,2837,7113,-1,-1
863,863,2850,9405,-1,-1
864,864,2854,6311,-1,-1
865,865,2858,8306,-1,-1
866,866,2859,6836,-1,-1
867,867,2868,2532,-1,-1
868,868,2874,155,-1,-1
869,869,2878,8489,-1,-1
870,870,2886,9700,-1,-1
871,871,2898,5138,-1,-1
872,872,2901,7035,-1,-1
873,873,2902,1597,-1,-1
874,874,2903,3631,-1,-1
875,875,2903,9238,-1,-1
876,876,2908,4996,-1,-1
877,877,2915,2185,-1,-1
878,878,2916,8368,-1,-1
879,879,2917,1232,-1,-1
880,880,2919,8101,-1,-1
881,881,2921,3476,-1,-1
882,882,2926,6469,-1,-1
883,883,2929,443,-1,-1
884,884,2929,5784,-1,-1
885,885,2930,5257,-1,-1
886,886,2937,2835,-1,-1
887,887,2937,7039,-1,-1
888,888,2946,5537,-1,-1
889,889,2953,9738,-1,-1
890,890,2963,9274,-1,-1
891,891,2964,8126,-1,-1
892,892,2965,1079,-1,-1
893,893,2967,2780,-1,-1
894,894,2969,8626,-1,-1
895,895,2971,6355,-1,-1
896,896,2976,2977,-1,-1
897,897,2979,6860,-1,-1
898,898,2980,8885,-1,-1
